Time [mS], AccX [mg], AccY [mg], AccZ [mg], GyroX [mdps], GyroY [mdps], GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T ['C]
2758, -979, -9, -187, -297, 8015, 962, -9, -135, -546, 964.85, 31.29
2759, -979, -10, -180, -227, 7087, 840, -12, -139, -544, 964.85, 31.29
2760, -980, -9, -173, -350, 7297, 962, -15, -139, -538, 964.85, 31.29
2761, -980, -9, -179, -437, 7525, 980, -10, -138, -538, 964.79, 31.29
2762, -979, -9, -181, -455, 7507, 927, -10, -133, -538, 964.79, 31.29
2763, -978, -9, -183, -455, 7227, 875, -12, -132, -540, 964.79, 31.29
2764, -978, -9, -182, -402, 7577, 910, -12, -138, -541, 964.79, 31.29
2765, -978, -8, -180, -367, 8155, 945, -9, -138, -541, 964.78, 31.29
2766, -978, -9, -182, -350, 8732, 962, -9, -136, -540, 964.78, 31.29
2767, -977, -9, -185, -367, 9170, 962, -12, -138, -540, 964.78, 31.29
2768, -977, -9, -184, -385, 9555, 1032, -9, -136, -543, 964.78, 31.29
2769, -977, -8, -195, -420, 9870, 1067, -12, -130, -538, 964.84, 31.29
2770, -976, -6, -204, -367, 7210, 857, -9, -136, -538, 964.84, 31.29
2771, -978, -6, -202, -297, 5547, 595, -4, -139, -546, 964.84, 31.29
2772, -977, -6, -200, -245, 4585, 437, -7, -139, -553, 964.84, 31.29
2773, -977, -6, -198, -245, 4060, 280, -13, -138, -544, 964.88, 31.29
2774, -976, -6, -196, -175, 3727, 157, -13, -136, -537, 964.88, 31.29
2775, -976, -7, -193, -157, 3762, 122, -12, -135, -537, 964.88, 31.29
2776, -976, -6, -198, -245, 4322, 192, -16, -138, -531, 964.88, 31.29
2777, -975, -6, -204, -297, 3815, 105, -16, -135, -534, 964.85, 31.29
2778, -975, -6, -202, -297, 2992, 0, -10, -130, -537, 964.85, 31.29
2779, -976, -6, -201, -367, 2485, -105, -7, -130, -540, 964.85, 31.29
2780, -976, -5, -208, -227, 1662, -315, -10, -135, -537, 964.85, 31.29
2781, -976, -5, -206, -122, -542, -752, -9, -136, -532, 964.84, 31.29
2782, -975, -7, -201, 35, -962, -735, -12, -129, -534, 964.84, 31.31
2783, -975, -7, -204, 52, -1470, -752, -15, -133, -532, 964.84, 31.31
2784, -974, -6, -207, 52, -2607, -700, -10, -138, -532, 964.84, 31.31
2785, -975, -7, -199, 140, -3237, -735, -10, -135, -537, 964.84, 31.31
2786, -976, -7, -191, 192, -2782, -630, -12, -133, -541, 964.84, 31.31
2787, -976, -6, -194, -17, -1802, -560, -12, -130, -541, 964.84, 31.31
2788, -976, -8, -195, -105, -1347, -420, -13, -127, -541, 964.84, 31.31
2789, -975, -8, -198, -35, -1365, -297, -12, -130, -537, 964.84, 31.31
2790, -976, -7, -199, -52, -1557, -280, -9, -135, -540, 964.84, 31.31
2791, -976, -5, -204, 0, -2397, -367, -13, -130, -541, 964.84, 31.31
2792, -977, -5, -204, 35, -3570, -647, -12, -130, -538, 964.84, 31.31
2793, -978, -5, -206, 210, -6597, -1382, -9, -135, -541, 964.84, 31.31
2794, -977, -5, -204, 245, -8435, -1732, -12, -141, -546, 964.86, 31.31
2795, -978, -5, -207, 262, -10430, -2117, -12, -141, -540, 964.86, 31.31
2796, -978, -6, -205, 227, -12582, -2432, -13, -139, -538, 964.86, 31.31
2797, -978, -5, -207, 420, -15312, -2730, -9, -138, -541, 964.86, 31.31
2798, -978, -5, -203, 577, -18147, -3132, -7, -139, -543, 964.83, 31.31
2799, -981, -6, -201, 910, -23975, -3867, -12, -141, -541, 964.83, 31.31
2800, -979, -8, -192, 1067, -26880, -4305, -9, -135, -547, 964.83, 31.31
2801, -984, -6, -191, 1172, -29732, -5022, -9, -130, -549, 964.83, 31.31
2802, -980, -9, -193, 1347, -32322, -5390, -12, -136, -546, 964.83, 31.31
2803, -981, -9, -193, 1295, -37520, -5932, -13, -138, -553, 964.83, 31.31
2804, -983, -7, -197, 1452, -43032, -6422, -15, -135, -553, 964.83, 31.31
2805, -983, -11, -179, 1417, -55107, -7822, -15, -129, -555, 964.83, 31.31
2806, -984, -14, -160, -927, -60830, -8382, -12, -130, -558, 964.85, 31.31
2807, -985, -16, -160, -2432, -66202, -8942, -15, -136, -568, 964.85, 31.31
2808, -988, -19, -147, -2415, -71820, -9152, -15, -135, -577, 964.85, 31.31
2809, -983, -32, -128, -3867, -76895, -8820, -9, -136, -576, 964.85, 31.31
2810, -986, -19, -115, -5145, -86117, -6650, -9, -139, -579, 964.85, 31.31
2811, -973, -58, -104, -2082, -90667, -385, -12, -139, -580, 964.85, 31.31
2812, -983, -28, -65, -3587, -95532, 1592, -7, -139, -582, 964.85, 31.31
2813, -985, -28, -75, 525, -98315, 2415, -12, -135, -589, 964.85, 31.31
2814, -986, -24, -50, 1645, -102235, 2887, -19, -133, -600, 964.85, 31.31
2815, -986, -22, -25, 1802, -105787, 3185, -15, -138, -610, 964.85, 31.31
2816, -987, -19, 12, 2065, -109725, 3202, -12, -136, -613, 964.85, 31.31
2817, -984, -20, 15, 1960, -112682, 3202, -12, -138, -616, 964.85, 31.31
2818, -981, -21, 25, 1855, -117565, 3447, -9, -141, -619, 964.85, 31.31
2819, -978, -19, 62, 2047, -121222, 3745, -13, -138, -625, 964.85, 31.31
2820, -978, -18, 84, 2135, -122692, 3850, -19, -135, -639, 964.85, 31.31
2821, -950, -123, 298, -6632, -110985, 13562, -19, -136, -649, 964.85, 31.31
2822, -968, -23, 115, 3797, -108517, 24290, -16, -135, -654, 964.83, 31.31
2823, -964, 43, 175, 1277, -110705, 28052, -18, -135, -661, 964.83, 31.31
2824, -986, -59, 199, 3570, -107432, 27650, -22, -135, -663, 964.83, 31.31
2825, -1133, 166, 422, 875, -90632, 13895, -22, -132, -661, 964.83, 31.31
2826, -971, 1, 236, -210, -67095, 735, -24, -129, -666, 964.79, 31.31
2827, -975, 3, 199, -157, -68285, 245, -28, -127, -676, 964.79, 31.31
2828, -966, 2, 232, -332, -66727, -87, -31, -127, -684, 964.79, 31.31
2829, -968, 2, 234, -385, -67095, -140, -31, -129, -681, 964.79, 31.31
2830, -964, 3, 248, -402, -67550, -245, -27, -129, -682, 964.82, 31.31
2831, -957, 2, 271, -455, -66290, -385, -22, -129, -682, 964.82, 31.31
2832, -957, 1, 267, -420, -64802, -402, -24, -129, -690, 964.82, 31.31
2833, -958, 1, 264, -385, -65940, -385, -27, -127, -691, 964.82, 31.31
2834, -946, 2, 307, -420, -64785, -525, -27, -129, -697, 964.85, 31.31
2835, -945, 2, 307, -420, -63402, -595, -28, -127, -703, 964.85, 31.31
2836, -943, 0, 314, -437, -62860, -595, -33, -124, -703, 964.85, 31.31
2837, -940, 1, 324, -455, -62685, -612, -36, -129, -706, 964.85, 31.31
2838, -935, 1, 340, -437, -61530, -630, -40, -130, -714, 964.86, 31.31
2839, -932, 1, 352, -490, -58362, -542, -45, -129, -720, 964.86, 31.31
2840, -933, 1, 343, -437, -59570, -507, -43, -129, -715, 964.86, 31.31
2841, -932, 1, 348, -472, -61775, -437, -43, -129, -714, 964.86, 31.31
2842, -933, 1, 342, -420, -65362, -385, -43, -127, -714, 964.87, 31.31
2843, -930, 2, 348, -420, -70787, -367, -45, -124, -715, 964.87, 31.31
2844, -933, 0, 329, -525, -77927, -350, -49, -124, -721, 964.87, 31.31
2845, -908, 2, 391, -560, -96600, -385, -51, -127, -727, 964.87, 31.31
2846, -889, 1, 441, -612, -97195, -385, -49, -126, -735, 964.84, 31.31
2847, -883, 2, 459, -630, -94255, -490, -51, -123, -742, 964.84, 31.31
2848, -885, 2, 445, -612, -92802, -542, -55, -124, -744, 964.84, 31.31
2849, -883, 2, 449, -665, -94937, -507, -60, -124, -744, 964.84, 31.31
2850, -873, 1, 468, -665, -97475, -525, -64, -127, -748, 964.80, 31.31
2851, -855, 0, 502, -665, -98245, -420, -67, -126, -750, 964.80, 31.31
2852, -861, 0, 480, -682, -100817, -315, -69, -123, -751, 964.80, 31.31
2853, -846, -1, 498, -647, -107555, -192, -69, -118, -759, 964.80, 31.31
2854, -826, 2, 554, -420, -107380, -17, -72, -118, -771, 964.82, 31.31
2855, -822, 0, 548, -402, -107835, -105, -75, -120, -772, 964.82, 31.31
2856, -810, 0, 565, -385, -109795, -70, -79, -121, -775, 964.82, 31.31
2857, -791, 3, 610, -612, -98437, -192, -82, -124, -783, 964.82, 31.31
2858, -787, 1, 604, -647, -97580, -385, -84, -123, -783, 964.84, 31.31
2859, -773, 1, 629, -700, -97160, -385, -90, -121, -786, 964.84, 31.31
2860, -767, 1, 635, -682, -95252, -332, -93, -123, -795, 964.84, 31.31
2861, -767, 1, 625, -717, -96022, -350, -94, -124, -798, 964.84, 31.31
2862, -756, 1, 638, -700, -98542, -367, -97, -123, -793, 964.79, 31.31
2863, -732, 2, 673, -717, -98122, -455, -105, -123, -793, 964.79, 31.31
2864, -714, 2, 695, -752, -97842, -507, -106, -124, -801, 964.79, 31.31
2865, -689, 1, 741, -665, -92522, -490, -108, -121, -804, 964.79, 31.31
2866, -684, 2, 744, -647, -84245, -490, -109, -121, -807, 964.76, 31.31
2867, -681, 1, 746, -665, -77682, -490, -106, -120, -810, 964.76, 31.31
2868, -678, 1, 745, -560, -68180, -437, -115, -118, -813, 964.76, 31.31
2869, -669, 1, 746, -577, -65152, -385, -121, -118, -816, 964.76, 31.31
2870, -669, 1, 740, -595, -64347, -367, -118, -124, -820, 964.81, 31.31
2871, -675, 0, 719, -595, -66377, -280, -123, -121, -823, 964.81, 31.31
2872, -678, 0, 702, -822, -73587, 17, -127, -115, -828, 964.81, 31.31
2873, -630, -56, 729, -3937, -85155, 3342, -127, -118, -838, 964.81, 31.31
2874, -678, 49, 708, -4375, -106382, 3412, -136, -124, -831, 964.85, 31.31
2875, -630, 1, 737, -1207, -113365, -455, -138, -120, -828, 964.85, 31.31
2876, -614, 1, 744, -1312, -123200, -490, -147, -121, -835, 964.85, 31.31
2877, -594, 1, 761, -1400, -132545, -542, -153, -123, -837, 964.85, 31.31
2878, -571, 1, 782, -1452, -140595, -665, -153, -118, -837, 964.88, 31.31
2879, -559, 1, 776, -1505, -148085, -665, -153, -115, -835, 964.88, 31.31
2880, -505, 1, 816, -1750, -169050, -647, -163, -115, -835, 964.88, 31.31
2881, -473, 0, 843, -1697, -173442, -682, -169, -112, -838, 964.88, 31.31
2882, -454, 0, 843, -1732, -178832, -437, -174, -114, -843, 964.88, 31.31
2883, -428, 0, 857, -1697, -184747, -455, -183, -111, -849, 964.88, 31.31
2884, -392, 0, 887, -1592, -189297, -525, -189, -111, -852, 964.88, 31.31
2885, -352, -1, 926, -1592, -188720, -437, -193, -118, -853, 964.88, 31.31
2886, -290, 0, 984, -1207, -172707, -595, -198, -120, -852, 964.85, 31.31
2887, -264, 0, 1002, -1085, -162400, -700, -204, -115, -847, 964.85, 31.31
2888, -239, 0, 1018, -997, -150605, -665, -214, -115, -853, 964.85, 31.31
2889, -226, 0, 1020, -787, -138320, -560, -223, -118, -856, 964.85, 31.31
2890, -214, -1, 1013, -822, -128100, -525, -229, -117, -853, 964.88, 31.31
2891, -194, 0, 1032, -542, -117722, -472, -240, -115, -853, 964.88, 31.31
2892, -176, 0, 1022, -455, -95340, -420, -243, -114, -852, 964.88, 31.31
2893, -174, 0, 1007, -350, -88725, -367, -249, -111, -852, 964.88, 31.31
2894, -168, 0, 998, -280, -85627, -297, -253, -111, -850, 964.86, 31.31
2895, -146, -1, 1019, -227, -81882, -280, -252, -109, -847, 964.86, 31.31
2896, -134, 0, 1024, -192, -75232, -227, -255, -112, -847, 964.86, 31.31
2897, -126, -6, 1011, -1802, -70070, 8715, -259, -115, -852, 964.86, 31.31
2898, -101, -2, 977, -3885, -77490, 21910, -264, -114, -853, 964.85, 31.31
2899, -148, 36, 1023, -2992, -76755, 18812, -270, -109, -850, 964.85, 31.31
2900, -98, 13, 1043, -1855, -67847, 12547, -271, -112, -850, 964.85, 31.31
2901, -74, -5, 1018, -1680, -60900, 11077, -271, -117, -849, 964.85, 31.31
2902, -74, -11, 984, -1907, -61022, 13125, -270, -114, -843, 964.84, 31.31
2903, -86, 0, 968, -1610, -71382, 14525, -276, -114, -838, 964.84, 31.31
2904, -71, 3, 979, -1452, -76475, 13352, -280, -112, -843, 964.84, 31.31
2905, -35, -5, 992, -1330, -79607, 13090, -280, -108, -844, 964.84, 31.31
2906, -36, 6, 996, -1102, -81672, 14087, -285, -106, -843, 964.78, 31.31
2907, -12, -3, 998, -927, -82267, 13072, -288, -109, -844, 964.78, 31.31
2908, -9, 10, 1018, -717, -83160, 13597, -291, -112, -843, 964.78, 31.31
2909, 128, 11, 1242, 717, -22067, 35, -295, -115, -841, 964.78, 31.31
2910, 11, 0, 1007, -227, -752, -262, -297, -115, -844, 964.80, 31.31
2911, 12, 0, 1007, -192, -560, -297, -295, -114, -847, 964.80, 31.31
2912, 11, 0, 1006, -210, -297, -332, -298, -114, -847, 964.80, 31.31
2913, 12, 0, 1007, -245, -245, -332, -300, -112, -840, 964.80, 31.31
2914, 11, 0, 1007, -227, -122, -367, -300, -112, -837, 964.81, 31.31
2915, 11, 0, 1006, -297, -105, -402, -295, -117, -835, 964.81, 31.31
2916, 11, 0, 1006, -525, -280, -420, -292, -120, -832, 964.81, 31.31
2917, 11, 0, 1006, -437, -297, -420, -291, -117, -834, 964.81, 31.31
2918, 12, 0, 1005, -472, -262, -402, -292, -114, -841, 964.85, 31.31
2919, 11, 0, 1005, -437, -280, -385, -298, -111, -840, 964.85, 31.31
2920, 12, 0, 1005, -350, -262, -297, -301, -115, -838, 964.85, 31.31
2921, 11, 0, 1004, -315, -245, -280, -298, -118, -840, 964.85, 31.31
2922, 11, 0, 1005, -175, -140, -280, -297, -115, -835, 964.88, 31.31
2923, 11, 0, 1006, -245, -122, -332, -292, -120, -835, 964.88, 31.31
2924, 11, 0, 1006, -262, -52, -297, -292, -118, -840, 964.88, 31.31
2925, 11, 0, 1006, -262, -122, -350, -297, -115, -847, 964.88, 31.31
2926, 11, 0, 1007, -262, -192, -402, -298, -114, -846, 964.82, 31.31
2927, 11, 0, 1006, -245, -157, -385, -295, -115, -841, 964.82, 31.31
2928, 14, 0, 1006, -262, -210, -367, -292, -117, -840, 964.82, 31.31
2929, 12, 0, 1006, -210, -175, -367, -295, -117, -837, 964.82, 31.31
2930, 12, 0, 1005, -157, -105, -332, -297, -118, -838, 964.81, 31.31
2931, 11, 0, 1005, -140, -70, -297, -292, -118, -837, 964.81, 31.31
2932, 13, -1, 1004, 105, 87, -262, -298, -117, -834, 964.81, 31.31
2933, 25, -5, 1007, 35, 122, 52, -300, -115, -843, 964.81, 31.31
2934, 231, -101, 1011, -542, -455, 12635, -292, -115, -846, 964.86, 31.31
2935, -123, 72, 1002, -455, -367, 22837, -294, -114, -835, 964.86, 31.31
2936, -85, 34, 1004, 70, 87, 3272, -294, -115, -832, 964.86, 31.31
2937, 11, 0, 1005, 122, 0, -332, -292, -115, -835, 964.86, 31.31
2938, 10, 0, 1003, -17, -245, -385, -294, -117, -840, 964.84, 31.31
2939, 12, 1, 1008, -35, -385, -472, -292, -114, -837, 964.84, 31.31
2940, 12, -1, 1004, -367, -490, -367, -295, -114, -840, 964.84, 31.31
2941, 11, 0, 1006, 0, -122, -385, -298, -112, -841, 964.84, 31.31
2942, 12, 0, 1007, 0, -175, -350, -295, -115, -838, 964.88, 31.31
2943, 12, 0, 1006, -192, -420, -402, -297, -117, -835, 964.88, 31.31
2944, 12, 0, 1006, -350, -630, -385, -297, -117, -835, 964.88, 31.31
2945, 13, 0, 1005, -455, -945, -385, -291, -115, -834, 964.88, 31.31
2946, 17, 3, 1008, -647, -1400, -35, -291, -112, -832, 964.88, 31.31
2947, 68, 18, 1007, -875, -2135, 7490, -292, -115, -831, 964.88, 31.31
2948, 21, 0, 1002, -420, -2397, 19372, -294, -118, -831, 964.88, 31.31
2949, -18, -11, 1002, 192, 1295, 11655, -295, -115, -838, 964.88, 31.31
2950, 37, 10, 1008, 665, 2432, 14385, -292, -112, -838, 964.88, 31.31
2951, 1, -3, 1008, 472, -140, 18725, -289, -115, -835, 964.80, 31.31
2952, -12, -7, 1010, 822, -1820, 15610, -289, -117, -840, 964.80, 31.31
2953, -32, -16, 1006, 945, -5215, 7822, -292, -115, -841, 964.80, 31.31
2954, -81, -36, 1007, 3447, -14770, -490, -292, -120, -840, 964.80, 31.31
2955, 0, 34, 1027, 1417, -52447, 245, -286, -126, -843, 964.81, 31.33
2956, 25, 3, 1010, 875, -62947, 1907, -291, -121, -840, 964.81, 31.33
2957, 36, 3, 1007, 1260, -67147, 4830, -298, -112, -835, 964.81, 31.33
2958, 18, -3, 1015, 1312, -72922, 4147, -295, -114, -834, 964.81, 31.33
2959, 55, 0, 1004, 980, -78505, -297, -297, -120, -834, 964.85, 31.33
2960, 76, 0, 1001, 980, -80307, -752, -307, -121, -829, 964.85, 31.33
2961, 91, 5, 1005, 525, -82512, -1680, -312, -118, -828, 964.85, 31.33
2962, 105, 4, 1002, 35, -86362, -665, -312, -117, -826, 964.85, 31.33
2963, 124, 3, 997, -245, -88725, -297, -318, -115, -823, 964.88, 31.33
2964, 143, 2, 992, -297, -88865, -280, -325, -112, -825, 964.88, 31.33
2965, 163, 3, 988, -192, -86362, -280, -322, -111, -822, 964.88, 31.33
2966, 177, 3, 984, -262, -82670, -280, -325, -115, -816, 964.88, 31.33
2967, 193, 4, 984, -770, -73920, -840, -331, -114, -813, 964.89, 31.33
2968, 190, 2, 989, -1645, -72380, -2345, -331, -106, -814, 964.89, 31.33
2969, 183, 2, 993, -2730, -76632, -5320, -334, -111, -808, 964.89, 31.33
2970, 208, 4, 986, -3272, -83545, -5950, -333, -111, -810, 964.89, 31.33
2971, 235, 6, 976, -2397, -87920, -612, -337, -112, -813, 964.91, 31.33
2972, 241, 1, 974, -2100, -88690, 840, -348, -109, -808, 964.91, 31.33
2973, 233, 3, 986, -1557, -107450, 245, -351, -103, -801, 964.91, 31.33
2974, 262, 2, 972, -2012, -119052, 910, -349, -106, -795, 964.91, 31.33
2975, 285, 1, 963, -1995, -127137, 927, -360, -109, -798, 964.88, 31.33
2976, 309, 0, 952, -1925, -132632, 752, -372, -106, -799, 964.88, 31.33
2977, 329, 1, 946, -1242, -139107, 1907, -372, -99, -792, 964.88, 31.33
2978, 368, 1, 929, 3762, -155225, 13772, -373, -103, -783, 964.88, 31.33
2979, 387, 0, 920, 3797, -160142, 14017, -381, -103, -780, 964.82, 31.33
2980, 398, -1, 915, 2502, -163887, 11252, -384, -100, -769, 964.82, 31.33
2981, 429, -2, 898, 647, -165392, 6020, -385, -100, -759, 964.82, 31.33
2982, 468, 0, 880, -35, -165655, 4025, -397, -103, -753, 964.82, 31.33
2983, 480, -2, 870, -140, -164692, 2852, -406, -105, -747, 964.80, 31.33
2984, 505, 0, 843, -1050, -164360, -525, -411, -103, -744, 964.80, 31.33
2985, 557, 0, 828, -700, -164500, 647, -412, -103, -733, 964.80, 31.33
2986, 577, -2, 811, 507, -165445, 2625, -418, -103, -724, 964.80, 31.33
2987, 615, -1, 790, 2100, -164202, 4655, -424, -105, -720, 964.78, 31.33
2988, 640, -6, 770, 5040, -160107, 8575, -429, -106, -715, 964.78, 31.33
2989, 638, -4, 772, 7140, -155592, 9835, -433, -102, -709, 964.78, 31.33
2990, 672, -1, 749, 7472, -147367, 8575, -435, -94, -696, 964.78, 31.33
2991, 642, 4, 768, 4760, -148242, 5250, -439, -93, -688, 964.86, 31.33
2992, 693, 0, 725, -752, -151865, -490, -441, -96, -684, 964.86, 31.33
2993, 734, -1, 688, -857, -148015, -560, -445, -96, -675, 964.86, 31.33
2994, 740, 0, 680, -822, -141015, -612, -445, -96, -670, 964.86, 31.33
2995, 740, 0, 672, -735, -138600, -525, -453, -97, -670, 964.87, 31.33
2996, 770, 1, 645, -560, -140315, -735, -460, -100, -666, 964.87, 31.33
2997, 786, 0, 624, -892, -139877, -525, -457, -102, -658, 964.87, 31.33
2998, 800, 0, 606, -892, -137970, -472, -454, -100, -648, 964.87, 31.33
2999, 802, 0, 596, -770, -137480, -490, -460, -96, -640, 964.80, 31.33
3000, 805, 0, 587, -840, -141172, -630, -466, -96, -633, 964.80, 31.33
3001, 816, -13, 555, -437, -146055, -1452, -468, -102, -622, 964.80, 31.33
3002, 856, 1, 523, 2975, -138092, -6300, -468, -100, -615, 964.80, 31.33
3003, 866, 2, 508, 3097, -137672, -6475, -469, -94, -606, 964.84, 31.33
3004, 874, 5, 493, 3045, -137882, -6387, -477, -91, -600, 964.84, 31.33
3005, 889, 6, 470, 2940, -138302, -6230, -483, -90, -591, 964.84, 31.33
3006, 907, 8, 447, 2572, -135747, -5530, -481, -87, -582, 964.84, 31.33
3007, 906, 8, 432, 2100, -131162, -4567, -481, -85, -571, 964.88, 31.33
3008, 971, 17, 383, 910, -126017, -2922, -484, -87, -564, 964.88, 31.33
3009, 941, 16, 392, -402, -113610, 350, -483, -90, -559, 964.88, 31.33
3010, 911, 9, 397, -735, -121502, 1522, -483, -93, -552, 964.88, 31.33
3011, 928, 8, 363, -875, -131092, 1960, -486, -90, -546, 964.85, 31.33
3012, 944, 7, 331, -945, -133227, 2135, -490, -91, -537, 964.85, 31.33
3013, 954, 7, 298, -892, -129675, 2100, -493, -94, -528, 964.85, 31.33
3014, 951, 6, 288, -997, -132842, 2222, -498, -91, -526, 964.85, 31.33
3015, 955, 5, 269, -1085, -138162, 2362, -496, -93, -516, 964.85, 31.33
3016, 956, 8, 254, -1032, -143920, 2485, -493, -88, -501, 964.85, 31.33
3017, 956, 3, 234, -1102, -155907, 2905, -495, -88, -492, 964.85, 31.33
3018, 994, 4, 170, -1085, -154840, 2712, -495, -93, -484, 964.85, 31.33
3019, 997, 3, 138, -962, -134085, 2292, -493, -90, -472, 964.83, 31.33
3020, 995, 2, 124, -945, -129360, 2205, -493, -84, -471, 964.83, 31.33
3021, 1003, 2, 101, -857, -124827, 1942, -492, -90, -457, 964.83, 31.33
3022, 1003, 1, 86, -822, -120470, 1820, -490, -97, -445, 964.83, 31.33
3023, 1009, 1, 62, -770, -113085, 1645, -495, -94, -442, 964.85, 31.33
3024, 995, 2, 69, -752, -110880, 1470, -496, -88, -438, 964.85, 31.33
3025, 1031, -5, 1, -735, -109025, 980, -495, -91, -447, 964.85, 31.33
3026, 1081, -2, -102, 122, -66010, -2712, -498, -94, -439, 964.85, 31.33
3027, 998, 0, 32, -402, -49280, -4322, -493, -88, -427, 964.82, 31.33
3028, 1024, 8, -6, -507, -53900, -4322, -490, -88, -433, 964.82, 31.33
3029, 1015, 5, -20, -665, -43925, -1960, -493, -90, -432, 964.82, 31.33
3030, 1021, 8, -23, -420, -40617, -892, -490, -94, -423, 964.82, 31.33
3031, 1000, 1, -31, -262, -8365, 17, -495, -94, -414, 964.78, 31.33
3032, 1002, 3, -18, -227, -4567, -350, -493, -93, -420, 964.78, 31.33
3033, 1001, 3, -22, -175, -3290, -350, -489, -93, -420, 964.78, 31.33
3034, 1002, 3, -21, -175, -770, -402, -486, -90, -412, 964.78, 31.33
3035, 1002, 3, -18, -157, 157, -420, -486, -91, -411, 964.83, 31.33
3036, 1002, 3, -18, -175, 770, -402, -487, -94, -411, 964.83, 31.33
3037, 1001, 3, -18, -122, 1575, -402, -489, -88, -414, 964.83, 31.33
3038, 1002, 3, -16, -105, 2117, -402, -493, -87, -409, 964.83, 31.33
3039, 999, 4, -18, -140, 1890, -402, -493, -90, -409, 964.84, 31.33
3040, 1000, 3, -17, -122, 2800, -420, -490, -87, -420, 964.84, 31.33
3041, 1001, 3, -16, -140, 3237, -402, -490, -85, -415, 964.84, 31.33
3042, 1002, 3, -14, -140, 3132, -385, -492, -84, -408, 964.84, 31.34
3043, 1002, 3, -13, -140, 3010, -402, -493, -88, -409, 964.83, 31.34
3044, 1003, 2, -10, -175, 2572, -367, -492, -93, -408, 964.83, 31.34
3045, 1002, 3, -9, -105, 262, -402, -490, -91, -411, 964.83, 31.34
3046, 1002, 3, -13, -157, -577, -367, -490, -90, -414, 964.83, 31.34
3047, 1001, 4, -12, -157, -910, -437, -492, -93, -420, 964.83, 31.34
3048, 1002, 3, -13, -87, -892, -420, -490, -93, -421, 964.83, 31.34
3049, 1002, 4, -13, -122, -1207, -402, -492, -88, -414, 964.83, 31.34
3050, 1003, 4, -14, -87, -1365, -385, -492, -87, -409, 964.83, 31.34
3051, 1002, 3, -16, -52, -1032, -350, -492, -91, -408, 964.84, 31.34
3052, 1002, 4, -14, -87, -647, -367, -490, -93, -408, 964.84, 31.34
3053, 1002, 3, -15, -140, -542, -332, -487, -90, -411, 964.84, 31.34
3054, 1002, 3, -14, -192, 612, -350, -490, -85, -414, 964.84, 31.34
3055, 1002, 2, -15, -157, 717, -315, -495, -85, -415, 964.83, 31.34
3056, 1001, 3, -15, -87, 1190, -350, -498, -88, -408, 964.83, 31.34
3057, 1002, 3, -13, -105, 1172, -367, -492, -88, -400, 964.83, 31.34
3058, 1002, 3, -11, -175, 472, -402, -484, -91, -405, 964.83, 31.34
3059, 1002, 3, -13, -87, -437, -402, -489, -93, -411, 964.83, 31.34
3060, 1001, 3, -13, -140, -1242, -420, -493, -93, -415, 964.83, 31.34
3061, 1002, 3, -13, -140, -1540, -402, -492, -90, -418, 964.83, 31.34
3062, 1002, 3, -14, -122, -1592, -420, -490, -87, -418, 964.83, 31.34
3063, 1002, 4, -16, -105, -1330, -385, -496, -87, -417, 964.82, 31.34
3064, 1001, 3, -15, -122, -1207, -385, -496, -87, -412, 964.82, 31.34
3065, 1001, 3, -16, -140, -490, -385, -490, -90, -414, 964.82, 31.34
3066, 1002, 3, -18, -87, 717, -367, -490, -91, -414, 964.82, 31.34
3067, 1002, 3, -19, -140, 2240, -332, -490, -88, -412, 964.79, 31.34
3068, 1003, 3, -15, -157, 3272, -297, -490, -94, -412, 964.79, 31.34
3069, 1002, 4, -15, -157, 3937, -297, -489, -100, -405, 964.79, 31.34
3070, 1002, 3, -14, -157, 4200, -315, -493, -97, -409, 964.79, 31.34
3071, 1001, 3, -13, -87, 4637, -315, -495, -94, -418, 964.79, 31.34
3072, 1003, 3, -15, -140, 5670, -262, -490, -91, -412, 964.79, 31.34
3073, 1003, 4, -12, -122, 6930, -122, -492, -85, -409, 964.79, 31.34
3074, 1003, 3, -12, -140, 7542, -52, -492, -88, -415, 964.79, 31.34
3075, 1004, 4, -13, -87, 9100, 157, -492, -94, -420, 964.80, 31.34
3076, 1005, 3, -12, -87, 11445, 245, -489, -91, -414, 964.80, 31.34
3077, 1008, 4, -10, 0, 20387, 1120, -492, -90, -418, 964.80, 31.34
3078, 1008, 4, -8, -17, 24097, 1627, -498, -87, -423, 964.80, 31.34
3079, 1000, -1, 12, -17, 28070, 1662, -498, -90, -418, 964.79, 31.34
3080, 993, 0, 23, 0, 19495, 315, -493, -94, -418, 964.79, 31.34
3081, 1002, 1, 11, -52, 16642, 122, -495, -91, -420, 964.79, 31.34
3082, 1003, 1, 11, -52, 16695, -17, -495, -90, -420, 964.79, 31.34
3083, 1011, 1, 5, 105, 22067, -367, -493, -88, -421, 964.85, 31.34
3084, 1014, 1, 5, 122, 29312, -612, -495, -88, -421, 964.85, 31.34
3085, 1017, 1, 6, 140, 37030, -805, -496, -87, -423, 964.85, 31.34
3086, 1016, 1, 11, 175, 46847, -997, -498, -88, -426, 964.85, 31.34
3087, 1012, 1, 25, 245, 55702, -1172, -498, -91, -432, 964.85, 31.34
3088, 1011, 1, 34, 280, 62387, -1400, -496, -90, -436, 964.85, 31.34
3089, 1014, 2, 50, 472, 77945, -1592, -493, -87, -438, 964.85, 31.34
